"subjID","Mag","Val","Info","infoType","cond1","cond2","choice","ACC","outAbs","outRel","out_c_abs","out_c_rel"
121,"high","negative",NA,1,7,3,1,0,0,1,0,1
121,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
121,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
121,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
121,"high","negative",NA,1,7,3,1,0,-1,0,-1,0
121,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
121,"high","positive",NA,1,5,1,1,0,0,0,0,0
121,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
121,"high","positive",NA,1,5,1,1,0,0,0,1,1
121,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
121,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
121,"high","negative",NA,1,7,3,2,1,0,1,-1,0
121,"low","positive","partial",0,6,2,2,1,0,0,0.1,1
121,"high","negative",NA,1,7,3,1,0,-1,0,0,1
121,"high","positive",NA,1,5,1,1,0,1,1,1,1
121,"high","negative",NA,1,7,3,2,1,0,1,0,1
121,"high","positive",NA,1,5,1,1,0,0,0,1,1
121,"low","negative","partial",0,8,4,2,1,0,1,0,1
122,"low","negative","partial",0,4,4,1,0,0,1,0,1
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"low","positive","partial",0,2,2,1,0,0,0,0,0
122,"high","negative",NA,1,3,3,2,1,0,1,0,1
122,"high","positive",NA,1,1,1,1,0,1,1,1,1
122,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
122,"high","negative",NA,1,3,3,1,0,-1,0,0,1
122,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
122,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"high","positive",NA,1,1,1,1,0,0,0,0,0
122,"low","positive","partial",0,2,2,1,0,0,0,0,0
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
122,"high","positive",NA,1,1,1,1,0,1,1,1,1
122,"high","negative",NA,1,3,3,1,0,-1,0,-1,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"low","negative","partial",0,4,4,1,0,0,1,-0.1,0
122,"high","positive",NA,1,1,1,1,0,0,0,1,1
122,"high","positive",NA,1,1,1,1,0,0,0,0,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
122,"high","negative",NA,1,3,3,2,1,0,1,0,1
122,"low","positive","partial",0,2,2,2,1,0,0,0,0
122,"low","negative","partial",0,4,4,2,1,-0.1,0,0,1
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"high","positive",NA,1,1,1,2,1,1,1,1,1
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
122,"high","negative",NA,1,3,3,2,1,0,1,0,1
122,"high","negative",NA,1,3,3,1,0,-1,0,0,1
122,"high","positive",NA,1,1,1,2,1,0,0,0,0
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
122,"high","negative",NA,1,3,3,1,0,-1,0,-1,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"low","positive","partial",0,2,2,1,0,0,0,0,0
122,"low","negative","partial",0,4,4,2,1,0,1,0,1
122,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"high","positive",NA,1,1,1,1,0,0,0,1,1
122,"high","negative",NA,1,3,3,1,0,0,1,-1,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"high","positive",NA,1,1,1,2,1,0,0,1,1
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"high","negative",NA,1,3,3,1,0,-1,0,0,1
122,"low","positive","partial",0,2,2,1,0,0,0,0,0
122,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"low","positive","partial",0,2,2,1,0,0.1,1,0.1,1
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"high","negative",NA,1,3,3,1,0,0,1,0,1
122,"high","positive",NA,1,1,1,1,0,0,0,0,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"high","positive",NA,1,1,1,2,1,1,1,1,1
122,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
122,"low","positive","partial",0,2,2,1,0,0.1,1,0,0
122,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
122,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
122,"high","positive",NA,1,1,1,2,1,1,1,0,0
122,"low","negative","partial",0,4,4,2,1,0,1,0,1
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"high","negative",NA,1,3,3,2,1,0,1,-1,0
122,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
122,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
122,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
122,"high","positive","partial",0,5,1,2,1,0,0,0,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","negative",NA,1,8,4,1,0,-0.1,0,-0.1,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"high","negative","partial",0,7,3,1,0,-1,0,0,1
122,"low","negative",NA,1,8,4,2,1,0,1,0,1
122,"high","positive","partial",0,5,1,2,1,1,1,1,1
122,"low","positive",NA,1,6,2,1,0,0.1,1,0,0
122,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
122,"high","negative","partial",0,7,3,1,0,0,1,0,1
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,0,1
122,"low","positive",NA,1,6,2,2,1,0,0,0.1,1
122,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"high","negative","partial",0,7,3,1,0,-1,0,0,1
122,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
122,"high","positive","partial",0,5,1,2,1,1,1,1,1
122,"high","negative","partial",0,7,3,1,0,0,1,0,1
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"high","negative","partial",0,7,3,1,0,-1,0,0,1
122,"high","positive","partial",0,5,1,2,1,0,0,0,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","positive",NA,1,6,2,2,1,0,0,0,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"high","negative","partial",0,7,3,1,0,-1,0,0,1
122,"high","negative","partial",0,7,3,2,1,0,1,0,1
122,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
122,"high","positive","partial",0,5,1,2,1,1,1,1,1
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,0,1
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"high","positive","partial",0,5,1,2,1,0,0,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"low","negative",NA,1,8,4,1,0,-0.1,0,-0.1,0
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"low","positive",NA,1,6,2,2,1,0,0,0,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"high","negative","partial",0,7,3,2,1,-1,0,0,1
122,"high","positive","partial",0,5,1,2,1,0,0,1,1
122,"low","negative",NA,1,8,4,2,1,0,1,0,1
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","positive",NA,1,6,2,2,1,0,0,0,0
122,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
122,"high","positive","partial",0,5,1,2,1,0,0,0,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"low","negative",NA,1,8,4,2,1,-0.1,0,0,1
122,"high","negative","partial",0,7,3,2,1,0,1,0,1
122,"high","negative","partial",0,7,3,2,1,0,1,-1,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
122,"high","positive","partial",0,5,1,2,1,1,1,0,0
122,"high","positive","partial",0,5,1,2,1,1,1,1,1
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"high","positive","partial",0,1,1,2,1,1,1,0,0
123,"high","negative","partial",0,3,3,1,0,0,1,0,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
123,"high","positive","partial",0,1,1,2,1,1,1,0,0
123,"low","positive",NA,1,2,2,1,0,0.1,1,0.1,1
123,"low","positive",NA,1,2,2,1,0,0,0,0,0
123,"low","negative",NA,1,4,4,2,1,0,1,0,1
123,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
123,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
123,"high","positive","partial",0,1,1,1,0,1,1,0,0
123,"high","positive","partial",0,1,1,2,1,1,1,0,0
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"high","positive","partial",0,1,1,1,0,0,0,0,0
123,"low","negative",NA,1,4,4,1,0,0,1,-0.1,0
123,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
123,"high","positive","partial",0,1,1,1,0,0,0,1,1
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"high","positive","partial",0,1,1,2,1,1,1,1,1
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
123,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
123,"low","positive",NA,1,2,2,2,1,0,0,0,0
123,"high","positive","partial",0,1,1,1,0,0,0,1,1
123,"high","negative","partial",0,3,3,2,1,0,1,0,1
123,"high","positive","partial",0,1,1,1,0,0,0,1,1
123,"low","positive",NA,1,2,2,1,0,0.1,1,0.1,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"low","negative",NA,1,4,4,2,1,0,1,0,1
123,"low","positive",NA,1,2,2,1,0,0,0,0,0
123,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
123,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
123,"high","negative","partial",0,3,3,2,1,0,1,0,1
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","positive","partial",0,1,1,2,1,1,1,1,1
123,"high","positive","partial",0,1,1,1,0,0,0,1,1
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"high","positive","partial",0,1,1,1,0,0,0,0,0
123,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
123,"low","negative",NA,1,4,4,2,1,-0.1,0,0,1
123,"high","positive","partial",0,1,1,1,0,0,0,1,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"low","positive",NA,1,2,2,1,0,0,0,0,0
123,"low","positive",NA,1,2,2,1,0,0.1,1,0.1,1
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"high","positive","partial",0,1,1,2,1,1,1,1,1
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","positive","partial",0,1,1,2,1,0,0,0,0
123,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","positive","partial",0,1,1,2,1,1,1,0,0
123,"high","negative","partial",0,3,3,2,1,0,1,0,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"high","positive","partial",0,1,1,2,1,1,1,1,1
123,"high","positive","partial",0,1,1,2,1,0,0,0,0
123,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
123,"low","positive",NA,1,2,2,1,0,0,0,0,0
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
123,"high","positive","partial",0,1,1,1,0,0,0,1,1
123,"high","negative","partial",0,3,3,2,1,0,1,-1,0
123,"low","positive",NA,1,2,2,1,0,0.1,1,0.1,1
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
123,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
123,"high","positive","partial",0,1,1,2,1,1,1,0,0
123,"low","negative",NA,1,4,4,2,1,-0.1,0,0,1
123,"high","negative","partial",0,3,3,2,1,0,1,0,1
123,"high","negative",NA,1,7,3,1,0,-1,0,-1,0
123,"high","positive",NA,1,5,1,1,0,0,0,0,0
123,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
123,"high","negative",NA,1,7,3,1,0,0,1,0,1
123,"low","negative","partial",0,8,4,1,0,0,1,0,1
123,"low","positive","partial",0,6,2,1,0,0.1,1,0,0
123,"low","positive","partial",0,6,2,1,0,0,0,0.1,1
123,"high","positive",NA,1,5,1,2,1,1,1,1,1
123,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"high","positive",NA,1,5,1,2,1,1,1,1,1
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"high","negative",NA,1,7,3,2,1,-1,0,0,1
123,"high","negative",NA,1,7,3,1,0,-1,0,0,1
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"high","positive",NA,1,5,1,2,1,0,0,0,0
123,"low","positive","partial",0,6,2,2,1,0,0,0,0
123,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,0,1
123,"low","positive","partial",0,6,2,2,1,0,0,0.1,1
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"high","negative",NA,1,7,3,1,0,-1,0,0,1
123,"high","negative",NA,1,7,3,2,1,0,1,0,1
123,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,0,1
123,"high","positive",NA,1,5,1,2,1,0,0,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,1,1
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"high","positive",NA,1,5,1,2,1,0,0,0,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"high","positive",NA,1,5,1,2,1,1,1,1,1
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,0,1
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"high","negative",NA,1,7,3,2,1,0,1,0,1
123,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
123,"low","positive","partial",0,6,2,2,1,0,0,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
123,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
123,"high","negative",NA,1,7,3,2,1,-1,0,0,1
123,"high","positive",NA,1,5,1,2,1,1,1,1,1
123,"high","positive",NA,1,5,1,2,1,0,0,0,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"high","positive",NA,1,5,1,2,1,1,1,0,0
123,"low","negative","partial",0,8,4,2,1,0,1,0,1
123,"high","negative",NA,1,7,3,2,1,0,1,-1,0
123,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
123,"low","positive","partial",0,6,2,2,1,0,0,0,0
124,"low","negative","partial",0,4,4,1,0,-0.1,0,-0.1,0
124,"low","positive","partial",0,2,2,1,0,0.1,1,0.1,1
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"high","negative",NA,1,3,3,1,0,-1,0,0,1
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
124,"high","negative",NA,1,3,3,1,0,-1,0,0,1
124,"high","negative",NA,1,3,3,2,1,0,1,-1,0
124,"low","positive","partial",0,2,2,2,1,0,0,0,0
124,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"high","positive",NA,1,1,1,2,1,0,0,1,1
124,"high","negative",NA,1,3,3,2,1,-1,0,0,1
124,"low","negative","partial",0,4,4,2,1,-0.1,0,0,1
124,"low","positive","partial",0,2,2,2,1,0,0,0,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","positive",NA,1,1,1,1,0,1,1,1,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
124,"high","positive",NA,1,1,1,2,1,1,1,0,0
124,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"low","negative","partial",0,4,4,2,1,-0.1,0,0,1
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,2,1,0,1,-1,0
124,"high","positive",NA,1,1,1,1,0,0,0,0,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,2,1,0,1,0,1
124,"high","negative",NA,1,3,3,2,1,0,1,-1,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,2,1,0,1,-1,0
124,"low","positive","partial",0,2,2,2,1,0,0,0.1,1
124,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
124,"high","positive",NA,1,1,1,1,0,1,1,1,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"high","negative",NA,1,3,3,1,0,-1,0,-1,0
124,"high","negative",NA,1,3,3,2,1,0,1,-1,0
124,"low","negative","partial",0,4,4,2,1,0,1,0,1
124,"low","positive","partial",0,2,2,1,0,0,0,0,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,1,0,0,1,0,1
124,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
124,"high","positive",NA,1,1,1,1,0,0,0,0,0
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"high","positive",NA,1,1,1,1,0,0,0,0,0
124,"low","negative","partial",0,4,4,2,1,-0.1,0,0,1
124,"high","negative",NA,1,3,3,1,0,0,1,0,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"low","positive","partial",0,2,2,2,1,0,0,0.1,1
124,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"high","positive",NA,1,1,1,1,0,1,1,1,1
124,"high","negative",NA,1,3,3,1,0,-1,0,0,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,2,1,0,1,-1,0
124,"high","positive",NA,1,1,1,2,1,1,1,0,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,1,0,-1,0,0,1
124,"high","negative",NA,1,3,3,1,0,0,1,0,1
124,"high","positive",NA,1,1,1,1,0,1,1,1,1
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"low","negative","partial",0,4,4,2,1,-0.1,0,0,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
124,"high","positive",NA,1,1,1,1,0,0,0,1,1
124,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
124,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
124,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
124,"high","negative",NA,1,3,3,1,0,-1,0,0,1
124,"low","positive","partial",0,2,2,2,1,0,0,0,0
124,"high","positive",NA,1,1,1,1,0,0,0,0,0
124,"high","negative","partial",0,7,3,2,1,0,1,-1,0
124,"high","positive","partial",0,5,1,2,1,1,1,1,1
124,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
124,"high","positive","partial",0,5,1,2,1,0,0,0,0
124,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
124,"low","negative",NA,1,8,4,1,0,0,1,-0.1,0
124,"high","negative","partial",0,7,3,1,0,-1,0,0,1
124,"high","positive","partial",0,5,1,1,0,0,0,1,1
124,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
124,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
124,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
124,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
124,"high","negative","partial",0,7,3,2,1,0,1,-1,0
124,"high","negative","partial",0,7,3,1,0,0,1,-1,0
124,"high","positive","partial",0,5,1,2,1,1,1,0,0
124,"low","positive",NA,1,6,2,2,1,0,0,0,0
124,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
124,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
124,"low","positive",NA,1,6,2,2,1,0,0,0.1,1
124,"high","positive","partial",0,5,1,1,0,0,0,1,1
124,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
124,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
124,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
124,"high","negative","partial",0,7,3,1,0,0,1,0,1
124,"high","negative","partial",0,7,3,2,1,0,1,-1,0
124,"high","positive","partial",0,5,1,2,1,1,1,0,0
124,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
124,"high","negative","partial",0,7,3,2,1,0,1,-1,0
124,"low","negative",NA,1,8,4,2,1,0,1,0,1
124,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
124,"high","positive","partial",0,5,1,2,1,0,0,0,0
124,"high","positive","partial",0,5,1,2,1,1,1,1,1
124,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
124,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
124,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
124,"high","negative","partial",0,7,3,2,1,0,1,-1,0
124,"low","positive",NA,1,6,2,2,1,0,0,0,0
124,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
